TOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ORDER,SUBGROUP,SUBGROUP_ORDER,ESTIMATE_TYPE,TIME_PERIOD,ESTIMATE
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,"Percent of population, crude",2024,3.5
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2019,2.8
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2020,3.0
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2021,2.9
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2022,2.8
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2023,3.0
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2024,3.1
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2019,0.8
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2020,0.6
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2021,1.1
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2022,0.8
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2023,1.0
Prostate cancer,Cancer,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2024,1.9
Prostate cancer,Cancer,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2019,2.3
Prostate cancer,Cancer,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2020,2.5
Prostate cancer,Cancer,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2021,2.4
Prostate cancer,Cancer,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2022,2.3
Prostate cancer,Cancer,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2023,2.5
Prostate cancer,Cancer,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2024,2.6
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2019,0.0
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2021,1.1
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2022,1.2
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2023,0.4
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2024,0.3
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2019,1.2
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2020,1.3
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2021,1.6
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2022,1.9
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2023,1.8
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2024,2.1
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2019,2.4
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2020,2.5
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2021,2.5
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2022,2.3
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2023,2.6
Prostate cancer,Cancer,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2024,2.7
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2019,7.3
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2020,6.6
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2021,7.5
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2022,6.1
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2023,7.4
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2024,6.8
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2019,1.5
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2020,1.7
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2021,1.7
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2022,1.7
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2023,1.7
Prostate cancer,Cancer,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2024,2.0
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2019,2.2
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2020,2.2
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2021,2.5
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2022,2.2
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2023,2.2
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2024,2.5
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2019,2.4
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2020,2.7
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2021,2.5
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2022,2.4
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2023,2.8
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2024,2.8
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2019,2.5
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2020,3.2
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2021,2.2
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2022,2.6
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2023,3.4
Prostate cancer,Cancer,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2024,2.8
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2019,2.7
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2020,2.8
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2022,2.0
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2023,2.3
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2024,2.3
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2019,2.4
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2020,2.9
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2022,2.1
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2023,3.1
Prostate cancer,Cancer,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2024,2.8
Prostate cancer,Cancer,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2019,2.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2020,2.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2022,2.3
Prostate cancer,Cancer,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2023,2.4
Prostate cancer,Cancer,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2024,2.9
Prostate cancer,Cancer,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2019,1.5
Prostate cancer,Cancer,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2020,1.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2021,2.0
Prostate cancer,Cancer,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2022,2.6
Prostate cancer,Cancer,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2023,2.4
Prostate cancer,Cancer,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2024,2.2
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2019,2.7
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2020,2.8
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2021,2.5
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2022,2.7
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2023,2.7
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2024,3.4
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2019,2.4
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2020,2.5
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2021,2.3
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2022,2.2
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2023,2.9
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2024,2.5
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2019,2.2
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2020,2.4
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2021,2.9
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2022,2.3
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2023,2.5
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2024,2.9
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2019,2.0
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2020,2.3
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2021,2.0
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2022,2.2
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2023,2.3
Prostate cancer,Cancer,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2024,2.2
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2019,1.8
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2020,2.1
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2021,2.3
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2022,2.3
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2023,2.0
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2024,1.9
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2019,2.7
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2020,2.3
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2022,2.0
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2023,2.4
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2024,3.4
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2019,2.4
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2020,2.7
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2021,2.5
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2022,2.4
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2023,2.8
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2024,2.8
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2019,2.5
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2020,3.2
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2021,2.2
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2022,2.6
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2023,3.4
Prostate cancer,Cancer,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2024,2.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2019,2.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2020,2.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2021,3.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2022,1.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2023,2.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2024,3.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2019,2.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2020,2.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2022,2.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2023,2.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2024,2.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2019,2.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2020,2.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2022,2.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2023,2.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2024,2.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2019,3.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2020,3.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2021,2.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2022,3.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2023,3.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2024,3.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2019,0.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2020,1.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2021,1.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2022,0.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2023,0.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2024,0.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2019,0.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2020,0.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2021,0.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2022,0.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2023,0.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2024,0.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2019,2.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2020,2.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2021,2.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2022,1.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2023,2.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2024,2.1
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2019,5.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2020,5.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2021,5.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2022,5.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2023,6.1
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2024,6.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2019,6.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2020,6.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2021,6.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2022,6.1
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2023,6.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2024,6.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2019,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2020,0.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2021,0.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2023,0.1
Prostate cancer,Cancer,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2024,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2019,12.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2020,11.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2021,10.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2022,10.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2023,10.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2024,11.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2019,5.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2020,8.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2021,9.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2022,7.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2023,8.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2019,9.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2020,9.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2021,9.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2022,9.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2023,10.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2024,10.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2019,8.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2020,7.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2021,6.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2022,9.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2023,8.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2024,6.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2019,9.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2020,9.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2021,9.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2022,9.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2023,13.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2024,13.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Uninsured,71,"Percent of population, crude",2023,0.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Uninsured,71,"Percent of population, crude",2024,0.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2019,0.4
